;Catchment 1;;;Catchment 2;;;Catchment 3;;
Date;P;EP;Q;P;EP;Q;P;ETP;Q
;[mm/d];[mm/d];[mm/d];[mm/d];[mm/d];[mm/d];[mm/d];[mm/d];[mm/d]
08/10/2002;32,5;1,2;0,02;22,75;1,68;0,02;16,25;2,28;0,02
09/10/2002;8;0,5;0,03;5,6;0,7;0,03;4;0,95;0,03
10/10/2002;0;0,5;0,22;0;0,7;0,22;0;0,95;0,22
11/10/2002;1;0,9;0,09;0,7;1,26;0,09;0,5;1,71;0,09
12/10/2002;20;1,3;0,06;14;1,82;0,06;10;2,47;0,06
13/10/2002;3,5;0,9;0,05;2,45;1,26;0,05;1,75;1,71;0,05
14/10/2002;11;0,7;0,25;7,7;0,98;0,25;5,5;1,33;0,25
15/10/2002;7;1;0,14;4,9;1,4;0,14;3,5;1,9;0,14
16/10/2002;7;0,5;0,2;4,9;0,7;0,2;3,5;0,95;0,2
17/10/2002;1,5;1,2;0,14;1,05;1,68;0,14;0,75;2,28;0,14
18/10/2002;2,5;0,8;0,09;1,75;1,12;0,09;1,25;1,52;0,09
19/10/2002;1,5;0,6;0,09;1,05;0,84;0,09;0,75;1,14;0,09
20/10/2002;1;0,7;0,09;0,7;0,98;0,09;0,5;1,33;0,09
21/10/2002;17;1,2;0,09;11,9;1,68;0,09;8,5;2,28;0,09
22/10/2002;16;0,7;0,08;11,2;0,98;0,08;8;1,33;0,08
23/10/2002;21;0,9;0,08;14,7;1,26;0,08;10,5;1,71;0,08
24/10/2002;9;0,4;0,04;6,3;0,56;0,04;4,5;0,76;0,04
25/10/2002;5,5;1;0,78;3,85;1,4;0,78;2,75;1,9;0,78
26/10/2002;5,5;1;0,57;3,85;1,4;0,57;2,75;1,9;0,57
27/10/2002;0;1,5;0,36;0;2,1;0,36;0;2,85;0,36
28/10/2002;0;0,5;0,32;0;0,7;0,32;0;0,95;0,32
29/10/2002;0;0,5;0,26;0;0,7;0,26;0;0,95;0,26
30/10/2002;0;0,6;0,2;0;0,84;0,2;0;1,14;0,2
31/10/2002;0;0,5;0,12;0;0,7;0,12;0;0,95;0,12
01/11/2002;21,5;0,3;0,11;15,05;0,42;0,11;10,75;0,57;0,11
02/11/2002;16,5;0,1;0,27;11,55;0,14;0,27;8,25;0,19;0,27
03/11/2002;3;1;0,5;2,1;1,4;0,5;1,5;1,9;0,5
04/11/2002;0;0,5;0,06;0;0,7;0,06;0;0,95;0,06
05/11/2002;12,5;0,3;0,07;8,75;0,42;0,07;6,25;0,57;0,07
06/11/2002;4,5;0,7;0,06;3,15;0,98;0,06;2,25;1,33;0,06
07/11/2002;2,5;0,8;0,27;1,75;1,12;0,27;1,25;1,52;0,27
08/11/2002;18;0,1;0,3;12,6;0,14;0,3;9;0,19;0,3
09/11/2002;2,5;0,5;0,65;1,75;0,7;0,65;1,25;0,95;0,65
10/11/2002;8;0,4;0,39;5,6;0,56;0,39;4;0,76;0,39
11/11/2002;0;0,3;0,5;0;0,42;0,5;0;0,57;0,5
12/11/2002;19,5;0,3;0,37;13,65;0,42;0,37;9,75;0,57;0,37
13/11/2002;33;0,3;0,53;23,1;0,42;0,53;16,5;0,57;0,53
14/11/2002;3;0,5;1,57;2,1;0,7;1,57;1,5;0,95;1,57
15/11/2002;17,5;0,1;0,9;12,25;0,14;0,9;8,75;0,19;0,9
16/11/2002;0;0;0,95;0;0;0,95;0;0;0,95
17/11/2002;0;0,1;1,21;0;0,14;1,21;0;0,19;1,21
18/11/2002;4;0;0,89;2,8;0;0,89;2;0;0,89
19/11/2002;19,5;0,1;0,98;13,65;0,14;0,98;9,75;0,19;0,98
20/11/2002;9,5;0;1,52;6,65;0;1,52;4,75;0;1,52
21/11/2002;11;0,3;1,37;7,7;0,42;1,37;5,5;0,57;1,37
22/11/2002;8,5;0,3;1,56;5,95;0,42;1,56;4,25;0,57;1,56
23/11/2002;0,5;0,2;1,5;0,35;0,28;1,5;0,25;0,38;1,5
24/11/2002;0;0;1,45;0;0;1,45;0;0;1,45
25/11/2002;0;0;1,3;0;0;1,3;0;0;1,3
26/11/2002;3,5;0;1,22;2,45;0;1,22;1,75;0;1,22
27/11/2002;4;0,3;1,23;2,8;0,42;1,23;2;0,57;1,23
28/11/2002;5,5;0,1;7,97;3,85;0,14;7,97;2,75;0,19;7,97
29/11/2002;0;0;1,56;0;0;1,56;0;0;1,56
30/11/2002;19;0;1,61;13,3;0;1,61;9,5;0;1,61
01/12/2002;4,5;0,4;1,49;3,15;0,56;1,49;2,25;0,76;1,49
02/12/2002;8;0,4;2,33;5,6;0,56;2,33;4;0,76;2,33
03/12/2002;2,5;0;2,05;1,75;0;2,05;1,25;0;2,05
04/12/2002;5;0;1,76;3,5;0;1,76;2,5;0;1,76
05/12/2002;0;0;1,76;0;0;1,76;0;0;1,76
06/12/2002;0;0,2;1,7;0;0,28;1,7;0;0,38;1,7
07/12/2002;0,5;0,2;1,61;0,35;0,28;1,61;0,25;0,38;1,61
08/12/2002;0;0,1;1,6;0;0,14;1,6;0;0,19;1,6
09/12/2002;0;0,4;1,6;0;0,56;1,6;0;0,76;1,6
10/12/2002;2,5;0,6;1,55;1,75;0,84;1,55;1,25;1,14;1,55
11/12/2002;2;0;1,53;1,4;0;1,53;1;0;1,53
12/12/2002;2;0;1,55;1,4;0;1,55;1;0;1,55
13/12/2002;0;0;1,53;0;0;1,53;0;0;1,53
14/12/2002;18,5;0;1,46;12,95;0;1,46;9,25;0;1,46
15/12/2002;2,5;0;1,75;1,75;0;1,75;1,25;0;1,75
16/12/2002;1,5;0;1,9;1,05;0;1,9;0,75;0;1,9
17/12/2002;0;0,1;1,56;0;0,14;1,56;0;0,19;1,56
18/12/2002;0;0,2;1,44;0;0,28;1,44;0;0,38;1,44
19/12/2002;0;0;1,35;0;0;1,35;0;0;1,35
20/12/2002;3,5;0;1,32;2,45;0;1,32;1,75;0;1,32
21/12/2002;51;0;1,35;35,7;0;1,35;25,5;0;1,35
22/12/2002;3,5;0;2,94;2,45;0;2,94;1,75;0;2,94
23/12/2002;8;0;2,69;5,6;0;2,69;4;0;2,69
24/12/2002;1,5;0,2;2,31;1,05;0,28;2,31;0,75;0,38;2,31
25/12/2002;12;0;2,18;8,4;0;2,18;6;0;2,18
26/12/2002;16;0,1;2,43;11,2;0,14;2,43;8;0,19;2,43
27/12/2002;0;0;2,97;0;0;2,97;0;0;2,97
28/12/2002;10;0;2,55;7;0;2,55;5;0;2,55
29/12/2002;11,5;0;2,44;8,05;0;2,44;5,75;0;2,44
30/12/2002;4,5;0,3;2,77;3,15;0,42;2,77;2,25;0,57;2,77
31/12/2002;13,5;0,1;2,94;9,45;0,14;2,94;6,75;0,19;2,94
01/01/2003;14;0,1;2,81;9,8;0,14;2,81;7;0,19;2,81
02/01/2003;5;0,7;3,05;3,5;0,98;3,05;2,5;1,33;3,05
03/01/2003;5,5;0,1;3,33;3,85;0,14;3,33;2,75;0,19;3,33
04/01/2003;0;0;3,17;0;0;3,17;0;0;3,17
05/01/2003;0;0;2,9;0;0;2,9;0;0;2,9
06/01/2003;0;0,1;2,73;0;0,14;2,73;0;0,19;2,73
07/01/2003;0;0,8;2,62;0;1,12;2,62;0;1,52;2,62
08/01/2003;0;0,3;2,55;0;0,42;2,55;0;0,57;2,55
09/01/2003;0;0;2,41;0;0;2,41;0;0;2,41
10/01/2003;0;0,1;2,29;0;0,14;2,29;0;0,19;2,29
11/01/2003;0;0;2,25;0;0;2,25;0;0;2,25
12/01/2003;0;0;2,15;0;0;2,15;0;0;2,15
13/01/2003;0;0,1;2,06;0;0,14;2,06;0;0,19;2,06
14/01/2003;0;0,4;2,03;0;0,56;2,03;0;0,76;2,03
15/01/2003;2;0,5;1,96;1,4;0,7;1,96;1;0,95;1,96
16/01/2003;0;0;1,9;0;0;1,9;0;0;1,9
17/01/2003;4,5;0,5;1,85;3,15;0,7;1,85;2,25;0,95;1,85
18/01/2003;37,5;0;1,98;26,25;0;1,98;18,75;0;1,98
19/01/2003;14,5;0,3;2,65;10,15;0,42;2,65;7,25;0,57;2,65
20/01/2003;20,5;0,7;3,35;14,35;0,98;3,35;10,25;1,33;3,35
21/01/2003;5,5;0,5;3,66;3,85;0,7;3,66;2,75;0,95;3,66
22/01/2003;1;0,8;3,13;0,7;1,12;3,13;0,5;1,52;3,13
23/01/2003;0;0,4;2,7;0;0,56;2,7;0;0,76;2,7
24/01/2003;0;0;2,44;0;0;2,44;0;0;2,44
25/01/2003;0;0,1;2,31;0;0,14;2,31;0;0,19;2,31
26/01/2003;0;0,2;2,32;0;0,28;2,32;0;0,38;2,32
27/01/2003;0;0;2,31;0;0;2,31;0;0;2,31
28/01/2003;3;1,2;2,28;2,1;1,68;2,28;1,5;2,28;2,28
29/01/2003;0,5;1,2;2,23;0,35;1,68;2,23;0,25;2,28;2,23
30/01/2003;6;1,5;2,12;4,2;2,1;2,12;3;2,85;2,12
31/01/2003;0;0,8;2,27;0;1,12;2,27;0;1,52;2,27
01/02/2003;8,5;0,1;2,09;5,95;0,14;2,09;4,25;0,19;2,09
02/02/2003;5;0,4;2,38;3,5;0,56;2,38;2,5;0,76;2,38
03/02/2003;23;0,6;1,99;16,1;0,84;1,99;11,5;1,14;1,99
04/02/2003;1;0,7;3,26;0,7;0,98;3,26;0,5;1,33;3,26
05/02/2003;0;0,6;2,22;0;0,84;2,22;0;1,14;2,22
06/02/2003;4,5;0,1;1,98;3,15;0,14;1,98;2,25;0,19;1,98
07/02/2003;0;0,4;2,08;0;0,56;2,08;0;0,76;2,08
08/02/2003;4,5;0,2;1,97;3,15;0,28;1,97;2,25;0,38;1,97
09/02/2003;0;0,8;1,86;0;1,12;1,86;0;1,52;1,86
10/02/2003;9;0,1;1,96;6,3;0,14;1,96;4,5;0,19;1,96
11/02/2003;0;0,7;1,84;0;0,98;1,84;0;1,33;1,84
12/02/2003;0;0,3;2,04;0;0,42;2,04;0;0,57;2,04
13/02/2003;0;0,5;1,75;0;0,7;1,75;0;0,95;1,75
14/02/2003;0;0,4;1,68;0;0,56;1,68;0;0,76;1,68
15/02/2003;0;0,5;1,66;0;0,7;1,66;0;0,95;1,66
16/02/2003;0;0,5;1,63;0;0,7;1,63;0;0,95;1,63
17/02/2003;0;0,5;1,58;0;0,7;1,58;0;0,95;1,58
18/02/2003;0;0,8;1,54;0;1,12;1,54;0;1,52;1,54
19/02/2003;4;0,7;1,48;2,8;0,98;1,48;2;1,33;1,48
20/02/2003;1;0,6;1,44;0,7;0,84;1,44;0,5;1,14;1,44
21/02/2003;0;0,6;1,55;0;0,84;1,55;0;1,14;1,55
22/02/2003;2;1;1,41;1,4;1,4;1,41;1;1,9;1,41
23/02/2003;0;0,6;1,34;0;0,84;1,34;0;1,14;1,34
24/02/2003;0;1,2;1,3;0;1,68;1,3;0;2,28;1,3
25/02/2003;2;1,8;1,24;1,4;2,52;1,24;1;3,42;1,24
26/02/2003;13,5;0,3;1,16;9,45;0,42;1,16;6,75;0,57;1,16
27/02/2003;0,5;0,9;1,54;0,35;1,26;1,54;0,25;1,71;1,54
28/02/2003;19;0,2;1,28;13,3;0,28;1,28;9,5;0,38;1,28
01/03/2003;13;0,7;1,71;9,1;0,98;1,71;6,5;1,33;1,71
02/03/2003;2,5;1,1;1,84;1,75;1,54;1,84;1,25;2,09;1,84
03/03/2003;14;0,1;1,53;9,8;0,14;1,53;7;0,19;1,53
04/03/2003;0;0,9;1,97;0;1,26;1,97;0;1,71;1,97
05/03/2003;0,5;0,9;1,57;0,35;1,26;1,57;0,25;1,71;1,57
06/03/2003;0;1;1,5;0;1,4;1,5;0;1,9;1,5
07/03/2003;2;1,4;1,43;1,4;1,96;1,43;1;2,66;1,43
08/03/2003;0;0,8;1,41;0;1,12;1,41;0;1,52;1,41
09/03/2003;0;1,5;1,38;0;2,1;1,38;0;2,85;1,38
10/03/2003;9,5;0,4;1,34;6,65;0,56;1,34;4,75;0,76;1,34
11/03/2003;0,5;1,1;1,34;0,35;1,54;1,34;0,25;2,09;1,34
12/03/2003;0;1,9;1,54;0;2,66;1,54;0;3,61;1,54
13/03/2003;0;1,9;1,33;0;2,66;1,33;0;3,61;1,33
14/03/2003;0;2,2;1,26;0;3,08;1,26;0;4,18;1,26
15/03/2003;0;2,5;1,22;0;3,5;1,22;0;4,75;1,22
16/03/2003;0;2,5;1,21;0;3,5;1,21;0;4,75;1,21
17/03/2003;0;2,3;1,18;0;3,22;1,18;0;4,37;1,18
18/03/2003;0;2,1;1,17;0;2,94;1,17;0;3,99;1,17
19/03/2003;0;2,1;1,16;0;2,94;1,16;0;3,99;1,16
20/03/2003;0;2;1,14;0;2,8;1,14;0;3,8;1,14
21/03/2003;0;1,2;1,13;0;1,68;1,13;0;2,28;1,13
22/03/2003;0;2,7;1,13;0;3,78;1,13;0;5,13;1,13
23/03/2003;0;2,4;1,12;0;3,36;1,12;0;4,56;1,12
24/03/2003;0;1,7;1,11;0;2,38;1,11;0;3,23;1,11
25/03/2003;0;2,3;1,1;0;3,22;1,1;0;4,37;1,1
26/03/2003;0,5;1,8;1,08;0,35;2,52;1,08;0,25;3,42;1,08
27/03/2003;0,5;1,6;0,94;0,35;2,24;0,94;0,25;3,04;0,94
28/03/2003;0;0,7;0,85;0;0,98;0,85;0;1,33;0,85
29/03/2003;0;1,8;0,84;0;2,52;0,84;0;3,42;0,84
30/03/2003;0;2,1;0,82;0;2,94;0,82;0;3,99;0,82
31/03/2003;0;3,1;0,78;0;4,34;0,78;0;5,89;0,78
01/04/2003;0,5;1,1;0,74;0,35;1,54;0,74;0,25;2,09;0,74
02/04/2003;0;2,9;0,73;0;4,06;0,73;0;5,51;0,73
03/04/2003;0;2,9;0,71;0;4,06;0,71;0;5,51;0,71
04/04/2003;0;2,5;0,68;0;3,5;0,68;0;4,75;0,68
05/04/2003;0;2,7;0,66;0;3,78;0,66;0;5,13;0,66
06/04/2003;0;3,1;0,63;0;4,34;0,63;0;5,89;0,63
07/04/2003;0;2,8;0,62;0;3,92;0,62;0;5,32;0,62
08/04/2003;0;3;0,58;0;4,2;0,58;0;5,7;0,58
09/04/2003;0;3,2;0,57;0;4,48;0,57;0;6,08;0,57
10/04/2003;0;1,4;0,56;0;1,96;0,56;0;2,66;0,56
11/04/2003;0;2,5;0,57;0;3,5;0,57;0;4,75;0,57
12/04/2003;5;2,7;0,55;3,5;3,78;0,55;2,5;5,13;0,55
13/04/2003;1;2,7;0,54;0,7;3,78;0,54;0,5;5,13;0,54
14/04/2003;0,5;3;0,55;0,35;4,2;0,55;0,25;5,7;0,55
15/04/2003;0;2,5;0,51;0;3,5;0,51;0;4,75;0,51
16/04/2003;0;3,2;0,51;0;4,48;0,51;0;6,08;0,51
17/04/2003;0;3,5;0,48;0;4,9;0,48;0;6,65;0,48
18/04/2003;0;4,5;0,46;0;6,3;0,46;0;8,55;0,46
19/04/2003;0;4,1;0,45;0;5,74;0,45;0;7,79;0,45
20/04/2003;0;3,3;0,44;0;4,62;0,44;0;6,27;0,44
21/04/2003;0;2;0,42;0;2,8;0,42;0;3,8;0,42
22/04/2003;0;3,1;0,42;0;4,34;0,42;0;5,89;0,42
23/04/2003;2;3,9;0,41;1,4;5,46;0,41;1;7,41;0,41
24/04/2003;0,5;2,2;0,36;0,35;3,08;0,36;0,25;4,18;0,36
25/04/2003;3;1,3;0,39;2,1;1,82;0,39;1,5;2,47;0,39
26/04/2003;2,5;1,9;0,39;1,75;2,66;0,39;1,25;3,61;0,39
27/04/2003;3,5;1,6;0,38;2,45;2,24;0,38;1,75;3,04;0,38
28/04/2003;4,5;1,5;0,38;3,15;2,1;0,38;2,25;2,85;0,38
29/04/2003;14;2;0,41;9,8;2,8;0,41;7;3,8;0,41
30/04/2003;1;2,5;0,57;0,7;3,5;0,57;0,5;4,75;0,57
01/05/2003;6,5;2,5;0,4;4,55;3,5;0,4;3,25;4,75;0,4
02/05/2003;1;3,8;0,36;0,7;5,32;0,36;0,5;7,22;0,36
03/05/2003;0;2,9;0,38;0;4,06;0,38;0;5,51;0,38
04/05/2003;0,5;3,1;0,35;0,35;4,34;0,35;0,25;5,89;0,35
05/05/2003;0;2,9;0,33;0;4,06;0,33;0;5,51;0,33
06/05/2003;0;3,8;0,32;0;5,32;0,32;0;7,22;0,32
07/05/2003;0;4,3;0,3;0;6,02;0,3;0;8,17;0,3
08/05/2003;0;1,8;0,29;0;2,52;0,29;0;3,42;0,29
09/05/2003;0;2,8;0,28;0;3,92;0,28;0;5,32;0,28
10/05/2003;1,5;2,2;0,27;1,05;3,08;0,27;0,75;4,18;0,27
11/05/2003;0,5;2,6;0,26;0,35;3,64;0,26;0,25;4,94;0,26
12/05/2003;5;1,7;0,25;3,5;2,38;0,25;2,5;3,23;0,25
13/05/2003;2;4,1;0,27;1,4;5,74;0,27;1;7,79;0,27
14/05/2003;0;3,8;0,25;0;5,32;0,25;0;7,22;0,25
15/05/2003;1;2,9;0,24;0,7;4,06;0,24;0,5;5,51;0,24
16/05/2003;8;2,2;0,23;5,6;3,08;0,23;4;4,18;0,23
17/05/2003;4,5;1,3;0,25;3,15;1,82;0,25;2,25;2,47;0,25
18/05/2003;15;1,4;0,28;10,5;1,96;0,28;7,5;2,66;0,28
19/05/2003;0;4;0,27;0;5,6;0,27;0;7,6;0,27
20/05/2003;1;3,4;0,33;0,7;4,76;0,33;0,5;6,46;0,33
21/05/2003;4,5;1,5;0,23;3,15;2,1;0,23;2,25;2,85;0,23
22/05/2003;0;3,7;0,24;0;5,18;0,24;0;7,03;0,24
23/05/2003;9;1,2;0,21;6,3;1,68;0,21;4,5;2,28;0,21
24/05/2003;1,5;3,2;0,22;1,05;4,48;0,22;0,75;6,08;0,22
25/05/2003;0;4,2;0,24;0;5,88;0,24;0;7,98;0,24
26/05/2003;0;2,7;0,2;0;3,78;0,2;0;5,13;0,2
27/05/2003;0;4,4;0,19;0;6,16;0,19;0;8,36;0,19
28/05/2003;0;5,3;0,17;0;7,42;0,17;0;10,07;0,17
29/05/2003;0;5,5;0,17;0;7,7;0,17;0;10,45;0,17
30/05/2003;0;5,5;0,16;0;7,7;0,16;0;10,45;0,16
31/05/2003;0;5,1;0,15;0;7,14;0,15;0;9,69;0,15
01/06/2003;1;3;0,15;0,7;4,2;0,15;0,5;5,7;0,15
02/06/2003;0;3,4;0,14;0;4,76;0,14;0;6,46;0,14
03/06/2003;0,5;2,7;0,14;0,35;3,78;0,14;0,25;5,13;0,14
04/06/2003;0;3,6;0,14;0;5,04;0,14;0;6,84;0,14
05/06/2003;0;4,1;0,13;0;5,74;0,13;0;7,79;0,13
06/06/2003;2,5;1,9;0,12;1,75;2,66;0,12;1,25;3,61;0,12
07/06/2003;0;3,6;0,11;0;5,04;0,11;0;6,84;0,11
08/06/2003;0;5;0,11;0;7;0,11;0;9,5;0,11
09/06/2003;0,5;3;0,11;0,35;4,2;0,11;0,25;5,7;0,11
10/06/2003;1;3,6;0,1;0,7;5,04;0,1;0,5;6,84;0,1
11/06/2003;0,5;4,8;0,1;0,35;6,72;0,1;0,25;9,12;0,1
12/06/2003;0;5,4;0,1;0;7,56;0,1;0;10,26;0,1
13/06/2003;0;5,2;0,12;0;7,28;0,12;0;9,88;0,12
14/06/2003;0;5,7;0,17;0;7,98;0,17;0;10,83;0,17
15/06/2003;0;6,4;0,13;0;8,96;0,13;0;12,16;0,13
16/06/2003;0;5,6;0,12;0;7,84;0,12;0;10,64;0,12
17/06/2003;0;4,5;0,12;0;6,3;0,12;0;8,55;0,12
18/06/2003;0;3;0,11;0;4,2;0,11;0;5,7;0,11
19/06/2003;0;2,5;0,09;0;3,5;0,09;0;4,75;0,09
20/06/2003;0;6,2;0,06;0;8,68;0,06;0;11,78;0,06
21/06/2003;0;6;0,06;0;8,4;0,06;0;11,4;0,06
22/06/2003;0;5,6;0,06;0;7,84;0,06;0;10,64;0,06
23/06/2003;0;5,1;0,06;0;7,14;0,06;0;9,69;0,06
24/06/2003;1,5;5,5;0,06;1,05;7,7;0,06;0,75;10,45;0,06
25/06/2003;3,5;3;0,06;2,45;4,2;0,06;1,75;5,7;0,06
26/06/2003;0;5,1;0,1;0;7,14;0,1;0;9,69;0,1
27/06/2003;0,5;5;0,1;0,35;7;0,1;0,25;9,5;0,1
28/06/2003;0;4,6;0,09;0;6,44;0,09;0;8,74;0,09
29/06/2003;5;1,9;0,07;3,5;2,66;0,07;2,5;3,61;0,07
30/06/2003;11;3,7;0,05;7,7;5,18;0,05;5,5;7,03;0,05
01/07/2003;0,5;3,3;0,1;0,35;4,62;0,1;0,25;6,27;0,1
02/07/2003;2;4,2;0,09;1,4;5,88;0,09;1;7,98;0,09
03/07/2003;0;4,4;0,05;0;6,16;0,05;0;8,36;0,05
04/07/2003;0;3,8;0,06;0;5,32;0,06;0;7,22;0,06
05/07/2003;0;1,9;0,04;0;2,66;0,04;0;3,61;0,04
06/07/2003;0;3,3;0,05;0;4,62;0,05;0;6,27;0,05
07/07/2003;0;5,3;0,04;0;7,42;0,04;0;10,07;0,04
08/07/2003;0;4,4;0,02;0;6,16;0,02;0;8,36;0,02
09/07/2003;0;5,6;0,02;0;7,84;0,02;0;10,64;0,02
10/07/2003;0;5,9;0,02;0;8,26;0,02;0;11,21;0,02
11/07/2003;0;6,2;0,02;0;8,68;0,02;0;11,78;0,02
12/07/2003;0;5,9;0,02;0;8,26;0,02;0;11,21;0,02
13/07/2003;0;6,2;0,01;0;8,68;0,01;0;11,78;0,01
14/07/2003;0;5,2;0,01;0;7,28;0,01;0;9,88;0,01
15/07/2003;0,5;4,7;0;0,35;6,58;0;0,25;8,93;0
16/07/2003;6;1,1;0,01;4,2;1,54;0,01;3;2,09;0,01
17/07/2003;0;2,7;0,02;0;3,78;0,02;0;5,13;0,02
18/07/2003;0;5,1;0,01;0;7,14;0,01;0;9,69;0,01
19/07/2003;0;4;0,01;0;5,6;0,01;0;7,6;0,01
20/07/2003;3,5;3,7;0;2,45;5,18;0;1,75;7,03;0
21/07/2003;2;3,5;0,01;1,4;4,9;0,01;1;6,65;0,01
22/07/2003;0;3,4;0,01;0;4,76;0,01;0;6,46;0,01
23/07/2003;5;2,5;0;3,5;3,5;0;2,5;4,75;0
24/07/2003;4;3,5;0,01;2,8;4,9;0,01;2;6,65;0,01
25/07/2003;17,5;3;0,02;12,25;4,2;0,02;8,75;5,7;0,02
26/07/2003;5,5;1,3;0,14;3,85;1,82;0,14;2,75;2,47;0,14
27/07/2003;0;4,5;0,06;0;6,3;0,06;0;8,55;0,06
28/07/2003;1,5;2,8;0,04;1,05;3,92;0,04;0,75;5,32;0,04
29/07/2003;1,5;1,3;0,02;1,05;1,82;0,02;0,75;2,47;0,02
30/07/2003;0;3,2;0,01;0;4,48;0,01;0;6,08;0,01
31/07/2003;0;4,1;0,01;0;5,74;0,01;0;7,79;0,01
01/08/2003;0;3,7;0,01;0;5,18;0,01;0;7,03;0,01
02/08/2003;0;4,9;0;0;6,86;0;0;9,31;0
03/08/2003;0;5,2;0;0;7,28;0;0;9,88;0
04/08/2003;0;4,5;0;0;6,3;0;0;8,55;0
05/08/2003;0;4,8;0;0;6,72;0;0;9,12;0
06/08/2003;0;4,9;0;0;6,86;0;0;9,31;0
07/08/2003;0;5,8;0;0;8,12;0;0;11,02;0
08/08/2003;0;5,7;0;0;7,98;0;0;10,83;0
09/08/2003;0;5,4;0;0;7,56;0;0;10,26;0
10/08/2003;0;5,6;0;0;7,84;0;0;10,64;0
11/08/2003;0;5,1;0;0;7,14;0;0;9,69;0
12/08/2003;0;3,1;0;0;4,34;0;0;5,89;0
13/08/2003;0;4,3;0;0;6,02;0;0;8,17;0
14/08/2003;0;2,5;0;0;3,5;0;0;4,75;0
15/08/2003;0;2,6;0;0;3,64;0;0;4,94;0
16/08/2003;0;3;0;0;4,2;0;0;5,7;0
17/08/2003;0;3,1;0;0;4,34;0;0;5,89;0
18/08/2003;0;2,8;0;0;3,92;0;0;5,32;0
19/08/2003;0;3,5;0;0;4,9;0;0;6,65;0
20/08/2003;0;4,5;0;0;6,3;0;0;8,55;0
21/08/2003;0;3,4;0;0;4,76;0;0;6,46;0
22/08/2003;0;1,9;0;0;2,66;0;0;3,61;0
23/08/2003;0;4,2;0;0;5,88;0;0;7,98;0
24/08/2003;0;4,6;0;0;6,44;0;0;8,74;0
25/08/2003;6;4,1;0;4,2;5,74;0;3;7,79;0
26/08/2003;0;3,4;0;0;4,76;0;0;6,46;0
27/08/2003;0;3;0;0;4,2;0;0;5,7;0
28/08/2003;0;3,7;0;0;5,18;0;0;7,03;0
29/08/2003;0;3,2;0;0;4,48;0;0;6,08;0
30/08/2003;2;3,1;0;1,4;4,34;0;1;5,89;0
31/08/2003;0;2,9;0;0;4,06;0;0;5,51;0
01/09/2003;0;3,1;0;0;4,34;0;0;5,89;0
02/09/2003;0;3,4;0;0;4,76;0;0;6,46;0
03/09/2003;0;3,4;0;0;4,76;0;0;6,46;0
04/09/2003;0;3,8;0;0;5,32;0;0;7,22;0
05/09/2003;0;3,1;0;0;4,34;0;0;5,89;0
06/09/2003;0,5;2,9;0;0,35;4,06;0;0,25;5,51;0
07/09/2003;27,5;1,9;0;19,25;2,66;0;13,75;3,61;0
08/09/2003;4;1,9;0;2,8;2,66;0;2;3,61;0
09/09/2003;1,5;3,2;0;1,05;4,48;0;0,75;6,08;0
10/09/2003;2;1,7;0;1,4;2,38;0;1;3,23;0
11/09/2003;0,5;2,6;0;0,35;3,64;0;0,25;4,94;0
12/09/2003;0;3,3;0;0;4,62;0;0;6,27;0
13/09/2003;0;3,2;0;0;4,48;0;0;6,08;0
14/09/2003;0;3,4;0;0;4,76;0;0;6,46;0
15/09/2003;0;3,6;0;0;5,04;0;0;6,84;0
16/09/2003;0;3,4;0;0;4,76;0;0;6,46;0
17/09/2003;0;2,7;0;0;3,78;0;0;5,13;0
18/09/2003;0;2,1;0;0;2,94;0;0;3,99;0
19/09/2003;0;2,4;0;0;3,36;0;0;4,56;0
20/09/2003;0;2,4;0;0;3,36;0;0;4,56;0
21/09/2003;0;2,5;0;0;3,5;0;0;4,75;0
22/09/2003;3;2,2;0;2,1;3,08;0;1,5;4,18;0
23/09/2003;0;2,3;0;0;3,22;0;0;4,37;0
24/09/2003;0;2,2;0;0;3,08;0;0;4,18;0
25/09/2003;0;2,1;0;0;2,94;0;0;3,99;0
26/09/2003;0;2,2;0;0;3,08;0;0;4,18;0
27/09/2003;0;1,9;0;0;2,66;0;0;3,61;0
28/09/2003;1;1,2;0;0,7;1,68;0;0,5;2,28;0
29/09/2003;0;1,8;0;0;2,52;0;0;3,42;0
30/09/2003;19;0,5;0;13,3;0,7;0;9,5;0,95;0
01/10/2003;37,5;1,3;0;26,25;1,82;0;18,75;2,47;0
02/10/2003;9;1,3;0;6,3;1,82;0;4,5;2,47;0
03/10/2003;0;1,7;0,23;0;2,38;0,23;0;3,23;0,23
04/10/2003;0;1,9;0;0;2,66;0;0;3,61;0
05/10/2003;0,5;1,9;0;0,35;2,66;0;0,25;3,61;0
06/10/2003;1,5;1;0;1,05;1,4;0;0,75;1,9;0
07/10/2003;1,5;1;0;1,05;1,4;0;0,75;1,9;0
08/10/2003;0;1,4;0;0;1,96;0;0;2,66;0
09/10/2003;0;1,1;0;0;1,54;0;0;2,09;0
10/10/2003;0;1;0;0;1,4;0;0;1,9;0
11/10/2003;0;1,4;0;0;1,96;0;0;2,66;0
12/10/2003;4,5;0,6;0;3,15;0,84;0;2,25;1,14;0
13/10/2003;5;0,7;0;3,5;0,98;0;2,5;1,33;0
14/10/2003;0;0,7;0;0;0,98;0;0;1,33;0
15/10/2003;0;1,5;0;0;2,1;0;0;2,85;0
16/10/2003;0;1,5;0;0;2,1;0;0;2,85;0
